Action Key,Process ID,Parent ID,Root Stage ID,Stage,Level #,Level Type,Action / Task,RACI Source ID,RACI Source Task,RACI Assignment Type,Responsible,Accountable,Consulted,Informed,Primary Swimlane,Gate,Recommended View,Status,Priority,AppSheet Show?,Original Row
2-4-1,2.4.1,2.4,2,STRATEGY - Agreement Signed,3,Task,Determine # of travel days,2.4,Transportation Plan,Inherited,Operations Field,Project Mgt,VP of Ops,Sales,Operations Field,Gate 2 - Project Plan Approved,Checklist Item,Not Started,Normal,Yes,101
2-4-2,2.4.2,2.4,2,STRATEGY - Agreement Signed,3,Task,Determine Vehicle Accessibility,2.4,Transportation Plan,Inherited,Operations Field,Project Mgt,VP of Ops,Sales,Operations Field,Gate 2 - Project Plan Approved,Checklist Item,Not Started,Normal,Yes,102
2-4-3,2.4.3,2.4,2,STRATEGY - Agreement Signed,3,Task,Identify Client Management Transport,2.4,Transportation Plan,Inherited,Operations Field,Project Mgt,VP of Ops,Sales,Operations Field,Gate 2 - Project Plan Approved,Checklist Item,Not Started,Normal,Yes,103
2-4-4,2.4.4,2.4,2,STRATEGY - Agreement Signed,3,Task,Identify Client Vendor Transport,2.4,Transportation Plan,Inherited,Operations Field,Project Mgt,VP of Ops,Sales,Operations Field,Gate 2 - Project Plan Approved,Checklist Item,Not Started,Normal,Yes,104
2-4-5,2.4.5,2.4,2,STRATEGY - Agreement Signed,3,Task,Identify Staging Area,2.4,Transportation Plan,Inherited,Operations Field,Project Mgt,VP of Ops,Sales,Operations Field,Gate 2 - Project Plan Approved,Checklist Item,Not Started,Normal,Yes,105
2-4-6,2.4.6,2.4,2,STRATEGY - Agreement Signed,3,Task,Identify Drop-Off / Pick-Up Areas,2.4,Transportation Plan,Inherited,Operations Field,Project Mgt,VP of Ops,Sales,Operations Field,Gate 2 - Project Plan Approved,Checklist Item,Not Started,Normal,Yes,106
2-5,2.5,2,2,STRATEGY - Agreement Signed,2,Process,Lodging/Conference Plan,2.5,Lodging/Conference Plan,Direct,Travel,Project Mgt,VP of Ops,Sales,Travel,Gate 2 - Project Plan Approved,Process Record,Not Started,Normal,Yes,107
2-5-1,2.5.1,2.5,2,STRATEGY - Agreement Signed,3,Task,Number of Hotel Rooms,2.5,Lodging/Conference Plan,Inherited,Travel,Project Mgt,VP of Ops,Sales,Travel,Gate 2 - Project Plan Approved,Checklist Item,Not Started,Normal,Yes,108
2-5-2,2.5.2,2.5,2,STRATEGY - Agreement Signed,3,Task,In Processing Space,2.5,Lodging/Conference Plan,Inherited,Travel,Project Mgt,VP of Ops,Sales,Travel,Gate 2 - Project Plan Approved,Checklist Item,Not Started,Normal,Yes,109
2-5-3,2.5.3,2.5,2,STRATEGY - Agreement Signed,3,Task,Upcoming Large Events,2.5,Lodging/Conference Plan,Inherited,Travel,Project Mgt,VP of Ops,Sales,Travel,Gate 2 - Project Plan Approved,Checklist Item,Not Started,Normal,Yes,110
2-5-4,2.5.4,2.5,2,STRATEGY - Agreement Signed,3,Task,HC: Orientation Space #rooms,2.5,Lodging/Conference Plan,Inherited,Travel,Project Mgt,VP of Ops,Sales,Travel,Gate 2 - Project Plan Approved,Checklist Item,Not Started,Normal,Yes,111
2-5-5,2.5.5,2.5,2,STRATEGY - Agreement Signed,3,Task,HC: Orientation Tech Need,2.5,Lodging/Conference Plan,Inherited,Travel,Project Mgt,VP of Ops,Sales,Travel,Gate 2 - Project Plan Approved,Checklist Item,Not Started,Normal,Yes,112
2-5-6,2.5.6,2.5,2,STRATEGY - Agreement Signed,3,Task,HC: Orientation Amenities Needed,2.5,Lodging/Conference Plan,Inherited,Travel,Project Mgt,VP of Ops,Sales,Travel,Gate 2 - Project Plan Approved,Checklist Item,Not Started,Normal,Yes,113
2-6,2.6,2,2,STRATEGY - Agreement Signed,2,Process,Bus Rental Agreements,2.6,Bus Rental Agreements,Direct,Travel,Project Mgt,VP of Ops,Sales,Travel,Gate 2 - Project Plan Approved,Process Record,Not Started,Normal,Yes,114
2-6-1,2.6.1,2.6,2,STRATEGY - Agreement Signed,3,Task,Determine Vendor,2.6,Bus Rental Agreements,Inherited,Travel,Project Mgt,VP of Ops,Sales,Travel,Gate 2 - Project Plan Approved,Checklist Item,Not Started,Normal,Yes,115
2-6-2,2.6.2,2.6,2,STRATEGY - Agreement Signed,3,Task,Contract w/Bus Vendor,2.6,Bus Rental Agreements,Inherited,Travel,Project Mgt,VP of Ops,Sales,Travel,Gate 2 - Project Plan Approved,Checklist Item,Not Started,Normal,Yes,116
2-7,2.7,2,2,STRATEGY - Agreement Signed,2,Process,Client Kick Off,2.7,Client Kick Off,Direct,Account Manager,Project Mgt,Operations,Sales,Sales,Gate 2 - Project Plan Approved,Process Record,Not Started,Normal,Yes,117
2-7-1,2.7.1,2.7,2,STRATEGY - Agreement Signed,3,Task,Send Welcome Letter w/meeting Times for kick off,2.7,Client Kick Off,Inherited,Account Manager,Project Mgt,Operations,Sales,Sales,Gate 2 - Project Plan Approved,Checklist Item,Not Started,Normal,Yes,118
2-7-2,2.7.2,2.7,2,STRATEGY - Agreement Signed,3,Task,Set up Kick off meeting request,2.7,Client Kick Off,Inherited,Account Manager,Project Mgt,Operations,Sales,Sales,Gate 2 - Project Plan Approved,Checklist Item,Not Started,Normal,Yes,119
2-7-3,2.7.3,2.7,2,STRATEGY - Agreement Signed,3,Task,Set up Teams Group,2.7,Client Kick Off,Inherited,Account Manager,Project Mgt,Operations,Sales,Sales,Gate 2 - Project Plan Approved,Checklist Item,Not Started,Normal,Yes,120
2-7-4,2.7.4,2.7,2,STRATEGY - Agreement Signed,3,Task,Create Teams Task List,2.7,Client Kick Off,Inherited,Account Manager,Project Mgt,Operations,Sales,Sales,Gate 2 - Project Plan Approved,Checklist Item,Not Started,Normal,Yes,121
2-7-5,2.7.5,2.7,2,STRATEGY - Agreement Signed,3,Task,Create Teams One Note,2.7,Client Kick Off,Inherited,Account Manager,Project Mgt,Operations,Sales,Sales,Gate 2 - Project Plan Approved,Checklist Item,Not Started,Normal,Yes,122
2-7-6,2.7.6,2.7,2,STRATEGY - Agreement Signed,3,Task,Create Kick off Deck,2.7,Client Kick Off,Inherited,Account Manager,Project Mgt,Operations,Sales,Sales,Gate 2 - Project Plan Approved,Checklist Item,Not Started,Normal,Yes,123
2-7-7,2.7.7,2.7,2,STRATEGY - Agreement Signed,3,Task,Conduct Kick Off Meeting,2.7,Client Kick Off,Inherited,Account Manager,Project Mgt,Operations,Sales,Sales,Gate 2 - Project Plan Approved,Checklist Item,Not Started,Normal,Yes,124
2-7-8,2.7.8,2.7,2,STRATEGY - Agreement Signed,3,Task,HC: Client Kick Off Meeting,2.7,Client Kick Off,Inherited,Account Manager,Project Mgt,Operations,Sales,Sales,Gate 2 - Project Plan Approved,Checklist Item,Not Started,Normal,Yes,125
2-7-8-1,2.7.8.1,2.7.8,2,STRATEGY - Agreement Signed,4,Subtask,HC: Staff Matrix Position/Shift Breakdown,2.7,Client Kick Off,Inherited,Account Manager,Project Mgt,Operations,Sales,Sales,Gate 2 - Project Plan Approved,Checklist Item,Not Started,Normal,Yes,126
2-7-8-2,2.7.8.2,2.7.8,2,STRATEGY - Agreement Signed,4,Subtask,HC: Certification - How many per shift?,2.7,Client Kick Off,Inherited,Account Manager,Project Mgt,Operations,Sales,Sales,Gate 2 - Project Plan Approved,Checklist Item,Not Started,Normal,Yes,127
2-7-8-3,2.7.8.3,2.7.8,2,STRATEGY - Agreement Signed,4,Subtask,HC: Certification - Acceptable Companies?,2.7,Client Kick Off,Inherited,Account Manager,Project Mgt,Operations,Sales,Sales,Gate 2 - Project Plan Approved,Checklist Item,Not Started,Normal,Yes,128
2-7-8-4,2.7.8.4,2.7.8,2,STRATEGY - Agreement Signed,4,Subtask,HC: Licensing Paid by Client,2.7,Client Kick Off,Inherited,Account Manager,Project Mgt,Operations,Sales,Sales,Gate 2 - Project Plan Approved,Checklist Item,Not Started,Normal,Yes,129
2-7-8-5,2.7.8.5,2.7.8,2,STRATEGY - Agreement Signed,4,Subtask,HC: Credentialing,2.7,Client Kick Off,Inherited,Account Manager,Project Mgt,Operations,Sales,Sales,Gate 2 - Project Plan Approved,Checklist Item,Not Started,Normal,Yes,130
2-7-8-6,2.7.8.6,2.7.8,2,STRATEGY - Agreement Signed,4,Subtask,HC: Immunization Requirements,2.7,Client Kick Off,Inherited,Account Manager,Project Mgt,Operations,Sales,Sales,Gate 2 - Project Plan Approved,Checklist Item,Not Started,Normal,Yes,131
2-7-8-7,2.7.8.7,2.7.8,2,STRATEGY - Agreement Signed,4,Subtask,HC: On-Site Reads,2.7,Client Kick Off,Inherited,Account Manager,Project Mgt,Operations,Sales,Sales,Gate 2 - Project Plan Approved,Checklist Item,Not Started,Normal,Yes,132
2-7-8-8,2.7.8.8,2.7.8,2,STRATEGY - Agreement Signed,4,Subtask,HC: Declinations / Waivers,2.7,Client Kick Off,Inherited,Account Manager,Project Mgt,Operations,Sales,Sales,Gate 2 - Project Plan Approved,Checklist Item,Not Started,Normal,Yes,133
2-7-8-9,2.7.8.9,2.7.8,2,STRATEGY - Agreement Signed,4,Subtask,HC: Background Ok to Work Pending Results?,2.7,Client Kick Off,Inherited,Account Manager,Project Mgt,Operations,Sales,Sales,Gate 2 - Project Plan Approved,Checklist Item,Not Started,Normal,Yes,134
2-7-8-10,2.7.8.10,2.7.8,2,STRATEGY - Agreement Signed,4,Subtask,HC: Orientation Modules / Location,2.7,Client Kick Off,Inherited,Account Manager,Project Mgt,Operations,Sales,Sales,Gate 2 - Project Plan Approved,Checklist Item,Not Started,Normal,Yes,135
2-7-9,2.7.9,2.7,2,STRATEGY - Agreement Signed,3,Task,AWF: Client Kick Off Meeting,2.7,Client Kick Off,Inherited,Account Manager,Project Mgt,Operations,Sales,Sales,Gate 2 - Project Plan Approved,Checklist Item,Not Started,Normal,Yes,136
2-7-9-1,2.7.9.1,2.7.9,2,STRATEGY - Agreement Signed,4,Subtask,AWF: AM/PM Shift Confirmation,2.7,Client Kick Off,Inherited,Account Manager,Project Mgt,Operations,Sales,Sales,Gate 2 - Project Plan Approved,Checklist Item,Not Started,Normal,Yes,137
2-7-9-2,2.7.9.2,2.7.9,2,STRATEGY - Agreement Signed,4,Subtask,AWF: Background Ok to Work Pending Results?,2.7,Client Kick Off,Inherited,Account Manager,Project Mgt,Operations,Sales,Sales,Gate 2 - Project Plan Approved,Checklist Item,Not Started,Normal,Yes,138
2-7-9-3,2.7.9.3,2.7.9,2,STRATEGY - Agreement Signed,4,Subtask,AWF: Safety Training Classes,2.7,Client Kick Off,Inherited,Account Manager,Project Mgt,Operations,Sales,Sales,Gate 2 - Project Plan Approved,Checklist Item,Not Started,Normal,Yes,139
2-7-10,2.7.10,2.7,2,STRATEGY - Agreement Signed,3,Task,Sec: Client Kick Off Meeting,2.7,Client Kick Off,Inherited,Account Manager,Project Mgt,Operations,Sales,Sales,Gate 2 - Project Plan Approved,Checklist Item,Not Started,Normal,Yes,140
2-7-10-1,2.7.10.1,2.7.10,2,STRATEGY - Agreement Signed,4,Subtask,Sec: AM/PM Shift Confirmation,2.7,Client Kick Off,Inherited,Account Manager,Project Mgt,Operations,Sales,Sales,Gate 2 - Project Plan Approved,Checklist Item,Not Started,Normal,Yes,141
2-7-10-2,2.7.10.2,2.7.10,2,STRATEGY - Agreement Signed,4,Subtask,Sec: Ok to Work Pending Results?,2.7,Client Kick Off,Inherited,Account Manager,Project Mgt,Operations,Sales,Sales,Gate 2 - Project Plan Approved,Checklist Item,Not Started,Normal,Yes,142
2-7-11,2.7.11,2.7,2,STRATEGY - Agreement Signed,3,Task,Dress Code,2.7,Client Kick Off,Inherited,Account Manager,Project Mgt,Operations,Sales,Sales,Gate 2 - Project Plan Approved,Checklist Item,Not Started,Normal,Yes,143
2-7-11-1,2.7.11.1,2.7.11,2,STRATEGY - Agreement Signed,4,Subtask,HC: Scrub Color,2.7,Client Kick Off,Inherited,Account Manager,Project Mgt,Operations,Sales,Sales,Gate 2 - Project Plan Approved,Checklist Item,Not Started,Normal,Yes,144
2-7-11-2,2.7.11.2,2.7.11,2,STRATEGY - Agreement Signed,4,Subtask,AWF: Steal Toe Boots,2.7,Client Kick Off,Inherited,Account Manager,Project Mgt,Operations,Sales,Sales,Gate 2 - Project Plan Approved,Checklist Item,Not Started,Normal,Yes,145
2-7-11-3,2.7.11.3,2.7.11,2,STRATEGY - Agreement Signed,4,Subtask,AWF: Hard Hat,2.7,Client Kick Off,Inherited,Account Manager,Project Mgt,Operations,Sales,Sales,Gate 2 - Project Plan Approved,Checklist Item,Not Started,Normal,Yes,146
2-7-11-4,2.7.11.4,2.7.11,2,STRATEGY - Agreement Signed,4,Subtask,AWF: Tools,2.7,Client Kick Off,Inherited,Account Manager,Project Mgt,Operations,Sales,Sales,Gate 2 - Project Plan Approved,Checklist Item,Not Started,Normal,Yes,147
2-7-11-5,2.7.11.5,2.7.11,2,STRATEGY - Agreement Signed,4,Subtask,Sec: Uniform Requirements,2.7,Client Kick Off,Inherited,Account Manager,Project Mgt,Operations,Sales,Sales,Gate 2 - Project Plan Approved,Checklist Item,Not Started,Normal,Yes,148
2-8,2.8,2,2,STRATEGY - Agreement Signed,2,Process,Client Kick Off Follow Up,2.7,Client Kick Off,Inherited,Account Manager,Project Mgt,Operations,Sales,Sales,Gate 2 - Project Plan Approved,Process Record,Not Started,Normal,Yes,149
2-8-1,2.8.1,2.8,2,STRATEGY - Agreement Signed,3,Task,Update Huffmaster & Client Contact List,2.7,Client Kick Off,Inherited,Account Manager,Project Mgt,Operations,Sales,Sales,Gate 2 - Project Plan Approved,Checklist Item,Not Started,Normal,Yes,150
2-8-2,2.8.2,2.8,2,STRATEGY - Agreement Signed,3,Task,Update Client Checklist,2.7,Client Kick Off,Inherited,Account Manager,Project Mgt,Operations,Sales,Sales,Gate 2 - Project Plan Approved,Checklist Item,Not Started,Normal,Yes,151
2-8-3,2.8.3,2.8,2,STRATEGY - Agreement Signed,3,Task,Update Scope of Work,2.7,Client Kick Off,Inherited,Account Manager,Project Mgt,Operations,Sales,Sales,Gate 2 - Project Plan Approved,Checklist Item,Not Started,Normal,Yes,152
2-8-4,2.8.4,2.8,2,STRATEGY - Agreement Signed,3,Task,Recap Client Kick Off Meeting in email,2.7,Client Kick Off,Inherited,Account Manager,Project Mgt,Operations,Sales,Sales,Gate 2 - Project Plan Approved,Checklist Item,Not Started,Normal,Yes,153
2-8-5,2.8.5,2.8,2,STRATEGY - Agreement Signed,3,Task,Attach: Background Drug Screen Standards,2.7,Client Kick Off,Inherited,Account Manager,Project Mgt,Operations,Sales,Sales,Gate 2 - Project Plan Approved,Checklist Item,Not Started,Normal,Yes,154
2-8-6,2.8.6,2.8,2,STRATEGY - Agreement Signed,3,Task,Attach: Huffmaster & Client Contact List,2.7,Client Kick Off,Inherited,Account Manager,Project Mgt,Operations,Sales,Sales,Gate 2 - Project Plan Approved,Checklist Item,Not Started,Normal,Yes,155
2-8-7,2.8.7,2.8,2,STRATEGY - Agreement Signed,3,Task,Attach: Client Checklist,2.7,Client Kick Off,Inherited,Account Manager,Project Mgt,Operations,Sales,Sales,Gate 2 - Project Plan Approved,Checklist Item,Not Started,Normal,Yes,156
2-8-8,2.8.8,2.8,2,STRATEGY - Agreement Signed,3,Task,Attach: Updated Scope of Work,2.7,Client Kick Off,Inherited,Account Manager,Project Mgt,Operations,Sales,Sales,Gate 2 - Project Plan Approved,Checklist Item,Not Started,Normal,Yes,157
2-8-9,2.8.9,2.8,2,STRATEGY - Agreement Signed,3,Task,Attach: Sample Credential  File,2.7,Client Kick Off,Inherited,Account Manager,Project Mgt,Operations,Sales,Sales,Gate 2 - Project Plan Approved,Checklist Item,Not Started,Normal,Yes,158
2-8-10,2.8.10,2.8,2,STRATEGY - Agreement Signed,3,Task,HC: Attach: Clinical File Requirement Standards,2.7,Client Kick Off,Inherited,Account Manager,Project Mgt,Operations,Sales,Sales,Gate 2 - Project Plan Approved,Checklist Item,Not Started,Normal,Yes,159
2-8-11,2.8.11,2.8,2,STRATEGY - Agreement Signed,3,Task,HC: Attach: Managmenet Decisions Prior to 10-day,2.7,Client Kick Off,Inherited,Account Manager,Project Mgt,Operations,Sales,Sales,Gate 2 - Project Plan Approved,Checklist Item,Not Started,Normal,Yes,160
2-8-12,2.8.12,2.8,2,STRATEGY - Agreement Signed,3,Task,HC: Attach: Staffing Matrix Outstanding Questions,2.7,Client Kick Off,Inherited,Account Manager,Project Mgt,Operations,Sales,Sales,Gate 2 - Project Plan Approved,Checklist Item,Not Started,Normal,Yes,161
2-9,2.9,2,2,STRATEGY - Agreement Signed,2,Process,Client Kick Off Action Items,2.7,Client Kick Off,Inherited,Account Manager,Project Mgt,Operations,Sales,Sales,Gate 2 - Project Plan Approved,Process Record,Not Started,Normal,Yes,162
2-9-1,2.9.1,2.9,2,STRATEGY - Agreement Signed,3,Task,Recurring Meeting Schedule,2.7,Client Kick Off,Inherited,Account Manager,Project Mgt,Operations,Sales,Sales,Gate 2 - Project Plan Approved,Checklist Item,Not Started,Normal,Yes,163
2-9-2,2.9.2,2.9,2,STRATEGY - Agreement Signed,3,Task,Negotiation Schedule,2.7,Client Kick Off,Inherited,Account Manager,Project Mgt,Operations,Sales,Sales,Gate 2 - Project Plan Approved,Checklist Item,Not Started,Normal,Yes,164
2-9-3,2.9.3,2.9,2,STRATEGY - Agreement Signed,3,Task,HC: Planning Sessions,2.7,Client Kick Off,Inherited,Account Manager,Project Mgt,Operations,Sales,Sales,Gate 2 - Project Plan Approved,Checklist Item,Not Started,Normal,Yes,165
2-9-4,2.9.4,2.9,2,STRATEGY - Agreement Signed,3,Task,Job Descriptions,2.7,Client Kick Off,Inherited,Account Manager,Project Mgt,Operations,Sales,Sales,Gate 2 - Project Plan Approved,Checklist Item,Not Started,Normal,Yes,166
2-10,2.10,2,2,STRATEGY - Agreement Signed,2,Process,Supply Inventory,2.10,Supply Inventory,Direct,Operations Field,Project Mgt,Operations,VP of Ops,Operations Field,Gate 2 - Project Plan Approved,Process Record,Not Started,Normal,Yes,167
2-10-1,2.10.1,2.10,2,STRATEGY - Agreement Signed,3,Task,Confirm # of Uniforms on hand,2.10,Supply Inventory,Inherited,Operations Field,Project Mgt,Operations,VP of Ops,Operations Field,Gate 2 - Project Plan Approved,Checklist Item,Not Started,Normal,Yes,168
2-10-2,2.10.2,2.10,2,STRATEGY - Agreement Signed,3,Task,Confirm # of Drug / Covid Screens on hand,2.10,Supply Inventory,Inherited,Operations Field,Project Mgt,Operations,VP of Ops,Operations Field,Gate 2 - Project Plan Approved,Checklist Item,Not Started,Normal,Yes,169
2-10-3,2.10.3,2.10,2,STRATEGY - Agreement Signed,3,Task,Confirm Equipment on hand (laptops),2.10,Supply Inventory,Inherited,Operations Field,Project Mgt,Operations,VP of Ops,Operations Field,Gate 2 - Project Plan Approved,Checklist Item,Not Started,Normal,Yes,170
2-11,2.11,2,2,STRATEGY - Agreement Signed,2,Process,IT Support,2.10,Supply Inventory,Inherited,Operations Field,Project Mgt,Operations,VP of Ops,Operations Field,Gate 2 - Project Plan Approved,Process Record,Not Started,Normal,Yes,171
2-11-1,2.11.1,2.11,2,STRATEGY - Agreement Signed,3,Task,Determine Equipment Needs,2.11.1,Determine Equipment Needs,Direct,Operations Field,Project Mgt,VP of Ops,Sales,Operations Field,Gate 2 - Project Plan Approved,Checklist Item,Not Started,Normal,Yes,172
3,3,,3,EXECUTION - Start Recruiting,1,Stage,EXECUTION - Start Recruiting,3,EXECUTION - Start Recruiting,Direct,Operations Staffing,Project Mgt,VP of Ops,Sales,Operations Staffing,Gate 3 - Staffing Pipeline Approved,Process Record,Not Started,Normal,Yes,173
3-1,3.1,3,3,EXECUTION - Start Recruiting,2,Process,Inventory Purchases,3.1,Inventory Purchases,Direct,Operations Field,Project Mgt,VP of Ops,Sales,Operations Field,Gate 3 - Staffing Pipeline Approved,Process Record,Not Started,Normal,Yes,174
3-2,3.2,3,3,EXECUTION - Start Recruiting,2,Process,Generate Recruiting Schedule(s),3.2,Generate Recruiting Schedule(s),Direct,Operations Staffing,Project Mgt,VP of Ops,Sales,Operations Staffing,Gate 3 - Staffing Pipeline Approved,Process Record,Not Started,Normal,Yes,175
3-2-1,3.2.1,3.2,3,EXECUTION - Start Recruiting,3,Task,Order Tab mimic Proforma,3.2.1,Order Tab mimic Proforma,Direct,Operations Staffing,Project Mgt,VP of Ops,Sales,Operations Staffing,Gate 3 - Staffing Pipeline Approved,Checklist Item,Not Started,Normal,Yes,176
3-2-2,3.2.2,3.2,3,EXECUTION - Start Recruiting,3,Task,Update Interest to client specifics,3.2.1,Order Tab mimic Proforma,Inherited,Operations Staffing,Project Mgt,VP of Ops,Sales,Operations Staffing,Gate 3 - Staffing Pipeline Approved,Checklist Item,Not Started,Normal,Yes,177
3-2-3,3.2.3,3.2,3,EXECUTION - Start Recruiting,3,Task,Copy Interest to Backfill & Removed Tabs,3.2.1,Order Tab mimic Proforma,Inherited,Operations Staffing,Project Mgt,VP of Ops,Sales,Operations Staffing,Gate 3 - Staffing Pipeline Approved,Checklist Item,Not Started,Normal,Yes,178
3-2-4,3.2.4,3.2,3,EXECUTION - Start Recruiting,3,Task,Create Metrics Tab for Client Reporting,3.2.1,Order Tab mimic Proforma,Inherited,Operations Staffing,Project Mgt,VP of Ops,Sales,Operations Staffing,Gate 3 - Staffing Pipeline Approved,Checklist Item,Not Started,Normal,Yes,179
3-2-5,3.2.5,3.2,3,EXECUTION - Start Recruiting,3,Task,HC: File Requirements Tab,3.2.1,Order Tab mimic Proforma,Inherited,Operations Staffing,Project Mgt,VP of Ops,Sales,Operations Staffing,Gate 3 - Staffing Pipeline Approved,Checklist Item,Not Started,Normal,Yes,180
